,Clase.Original,Clase.LSTM,Certeza.Maxima,pr.intrusion,pr.reparacion,pr.marketing,pr.visitada,pr.sin_realizar,pr.seguridad,pr.ok_equipo,pr.sin_tarea,texto
649,ok_equipo,seguridad,"0,9492736459",[0.00016575151],[0.00040983516],[0.014863957],[0.03082254],[0.004333129],[0.94927365],[2.9590772e-05],[0.00010148907],[' se inspecciono medidor y no se encontro anomalia se cambio frente de caja antihurto marco en buen estado se encontro cerrado en el momento de la inspeccion']
650,intrusion,intrusion,"0,952476263",[0.95247626],[0.0038084534],[0.025601797],[0.0001668994],[0.016014695],[0.0012223314],[0.00025105465],[0.0004584779],[' derivacion clandestina normalizo irregularidades']
651,ok_equipo,reparacion,"0,9378590584",[0.021063495],[0.93785906],[0.030216064],[0.005383073],[8.450287e-05],[0.0009769906],[0.004328439],[8.833018e-05],[' se retiraron conexion clandestinas en toma dejando sin suministro ']
652,seguridad,seguridad,"0,8296824098",[0.006668863],[0.013807074],[0.050199617],[0.08826479],[0.010912086],[0.8296824],[0.00021220368],[0.00025299215],[' se verifica medidor normal se coloca tapa faltante']
653,intrusion,marketing,"0,6649525166",[0.14627886],[0.035862613],[0.6649525],[0.037767738],[0.03416867],[0.027416136],[0.0076087695],[0.045944687],[' fraude']
654,seguridad,seguridad,"0,6341657639",[0.0056322403],[0.0029064654],[0.036074635],[0.006293086],[0.31429198],[0.63416576],[0.0004421568],[0.00019365757],[' sin señal arrivo se verifico medidor mal fijado se controlo medidor fijo precinto cambio tapa y termica sello habitaculomedidor mal fijado']
655,seguridad,reparacion,"0,373481214",[0.049337536],[0.3734812],[0.31408155],[0.1526566],[0.004191704],[0.091970585],[0.0128159],[0.0014648389],[' se verifico suministro con acometida deficiente se normalizoacometida deficiente se normalizo']
656,ok_equipo,visitada,"0,5646389127",[0.0007149016],[0.041079078],[0.16614659],[0.5646389],[0.00046343697],[0.006722803],[0.20934232],[0.010891959],[' medidor no esta en el lugar locales vacios en mal estado sin actividad']
657,ok_equipo,marketing,"0,5152391791",[0.008958485],[0.040673558],[0.5152392],[0.06663085],[0.02372512],[0.027164645],[0.073475294],[0.2441329],[' se llego al lugar el medidor se encuentra en buen estado']
658,seguridad,marketing,"0,6341227293",[0.01240223],[0.026045958],[0.6341227],[0.09404776],[0.023218118],[0.02154625],[0.024421224],[0.16419575],[' se verifico medidor normaltapa']
659,reparacion,marketing,"0,469683677",[0.010032845],[0.012410266],[0.46968368],[0.033563834],[0.012501465],[0.0067316815],[0.013921952],[0.4411542],[' normalizado']
660,intrusion,intrusion,"0,8999025226",[0.8999025],[0.0029821557],[0.014005931],[0.00013032783],[0.07793067],[0.0043670344],[0.00036697797],[0.00031433834],[' verifica completa se verifica medidor sin precintos de carcasa se hace cambio de medidor y se instala caja antihurto se deja normalizado']
661,ok_equipo,seguridad,"0,7155473232",[0.008414524],[0.013782535],[0.11788743],[0.10654459],[0.036951832],[0.7155473],[0.00042023772],[0.0004515442],[' se verifico medidor sin anomalias se cambio tapa domicilio en alquiler ']
662,reparacion,sin_realizar,"0,9884408712",[0.008312472],[5.7477802e-05],[0.00042743442],[3.9290582e-05],[0.9884409],[0.0024825167],[7.6290875e-05],[0.0001636079],[' se cambio medidor monofasico quemado en bornera y se coloco caja antihurto y termica y se retiro directo de vecino desde la luminaria cliente sin medidores cambio medidor medidor monofasico quemado en bornera y se coloco caja antihurto y termica']
663,ok_equipo,ok_equipo,"0,9404771924",[0.0005329771],[0.04928755],[0.0089839045],[0.00019950003],[6.434958e-05],[0.00011559861],[0.9404772],[0.00033897237],[' direccion p lagrave hay un gabinete con medidores trifasicos y monofasicos los mismos no coinsiden con el numero que tira el sistema de medidor a cambiar no hay habitaculo trifasico disponible para colocacion ']
664,ok_equipo,visitada,"0,5817317367",[0.003945706],[0.06499322],[0.26715297],[0.58173174],[0.0031177346],[0.06986513],[0.004540421],[0.0046530743],[' se verifico medidor trifasico normal domicilio en obras']
665,intrusion,marketing,"0,5361580849",[0.32605276],[0.04903063],[0.5361581],[0.02181377],[0.023260776],[0.016178185],[0.004317241],[0.02318853],[' se encontro directo en habitaculo']
666,reparacion,sin_realizar,"0,4568634033",[0.030614113],[0.004636815],[0.30535176],[0.0154725155],[0.4568634],[0.0615854],[0.007690408],[0.11778559],[' se czmbio medidor quemado']
667,seguridad,visitada,"0,7794151306",[0.0009048709],[0.01656077],[0.12735131],[0.77941513],[0.001730191],[0.067728445],[0.0039844634],[0.002324813],[' se realizo inspeccion completa medidor funcionando correctamente por enre numero tapa opaca']
668,seguridad,intrusion,"0,9868156314",[0.98681563],[0.003988706],[0.005114676],[6.0067137e-05],[0.002427778],[0.0013210347],[0.0002495176],[2.2533855e-05],[' se encontro medidor sin precinto de bornera y tapa rota se realizo inspeccion completa normalizando suministro tapa rota']
669,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
670,intrusion,intrusion,"0,9990078807",[0.9990079],[0.00015412465],[0.00017216474],[6.6989594e-07],[0.0006314505],[1.6258396e-05],[1.3059218e-05],[4.4277313e-06],[' se verifica medidor n con un puente entre fases entre la entrada y la salida de la fase conexion desde la termica se adjunta fotos se realizo inspec comparacion se adecua el habitaculo se cambio tapa rectangular chica se precinto se cambio pipetasin pepeta se normalizo']
671,reparacion,sin_realizar,"0,7585356236",[0.067559294],[0.0027002927],[0.09298376],[0.0030422914],[0.7585356],[0.06689433],[0.0009180421],[0.0073664505],[' cambio de medidor desprogramado ']
672,seguridad,seguridad,"0,8912945986",[0.0015909642],[0.0021015673],[0.038768742],[0.027915906],[0.03787815],[0.8912946],[0.00014367989],[0.0003064544],[' se adecuo tapa con mirillase adecuo tapa con mirilla']
673,intrusion,marketing,"0,6526986361",[0.008446374],[0.025380995],[0.65269864],[0.1515431],[0.013192402],[0.021763463],[0.02381979],[0.10315529],[' directotapa opaca']
674,seguridad,marketing,"0,5592151284",[0.029168325],[0.01894522],[0.5592151],[0.12909386],[0.074035905],[0.1539799],[0.0055180523],[0.030043563],[' pipeta rota']
675,seguridad,marketing,"0,6755769253",[0.046698056],[0.057482235],[0.6755769],[0.08694794],[0.034147974],[0.052363895],[0.01320645],[0.03357649],[' cerradura rota']
676,reparacion,sin_realizar,"0,9889117479",[0.002582379],[6.389992e-05],[0.001178251],[4.570961e-05],[0.98891175],[0.0070119593],[4.5438228e-05],[0.00016065418],[' se cambio medidor quemado y tapa mono ']
677,reparacion,seguridad,"0,9864332676",[0.00012878956],[6.525336e-05],[0.0013855469],[0.010958226],[0.0010238128],[0.98643327],[9.961238e-07],[4.088406e-06],[' m sin fraude convencional casa en venta sin anomalia de cambio caja monoposte se quito peligrose quito peligro']
678,intrusion,intrusion,"0,9868908525",[0.98689085],[0.00095857104],[0.0016079582],[9.744703e-06],[0.010048756],[0.00038046343],[8.310374e-05],[2.0467318e-05],[' se realiza acta y se cambia medidor termica y caja trampa ver fotos tapa']
679,intrusion,reparacion,"0,3819635212",[0.01789652],[0.38196352],[0.34025002],[0.030266292],[0.0027897079],[0.0064985673],[0.21893859],[0.001396836],[' en el habitaculo se encontro sin medidor con una directa con una carga de a no se coloca medidor y se retira la directa por posible casa deshabitada']
680,reparacion,sin_realizar,"0,856351018",[0.04011595],[0.0029067823],[0.052101202],[0.0011465319],[0.856351],[0.043695793],[0.0007420729],[0.0029407043],[' se cambio medidor monofasico desprogramado ']
681,ok_equipo,visitada,"0,8932116628",[0.0012595726],[0.0034585202],[0.07167195],[0.89321166],[0.0010349738],[0.026784226],[0.0005552234],[0.0020238985],[' verifica completa sin anomalia']
682,intrusion,intrusion,"0,9991445541",[0.99914455],[0.0001438864],[0.00014834927],[5.351958e-07],[0.0005353416],[1.3384082e-05],[1.1216474e-05],[2.6234602e-06],[' retiro conexion clandestina directa a lape fase a fase se cambio acometida interrumpida se quito peligrose quito peligro']
683,reparacion,marketing,"0,7309787869",[0.01746873],[0.02744228],[0.7309788],[0.0882449],[0.019792087],[0.02044655],[0.017657587],[0.077969044],[' at']
684,seguridad,visitada,"0,5551469922",[0.011486058],[0.062414296],[0.08154625],[0.555147],[0.0005249451],[0.2877849],[0.00094097323],[0.00015559343],[' se verifico medidor con funcionamiento normal se coloca caja antihurto cliente lindero no permite corte te directo se coloca caja antihurto']
685,reparacion,sin_realizar,"0,9741817713",[0.008839178],[0.00013115411],[0.0047050994],[9.348889e-05],[0.9741818],[0.011272672],[8.6001164e-05],[0.00069058454],[' se cambio medidor quemado en bornera']
686,seguridad,seguridad,"0,4053632319",[0.04582245],[0.0138813015],[0.26363763],[0.035258055],[0.22642356],[0.40536323],[0.0017334615],[0.007880376],[' cambio de tapa']
687,ok_equipo,visitada,"0,5893466473",[0.0072092796],[0.016343402],[0.31702784],[0.58934665],[0.0058337613],[0.048754405],[0.0028950619],[0.012589693],[' se encontro normal']
688,reparacion,sin_realizar,"0,9921846986",[0.0039302073],[9.9742916e-05],[0.00073282915],[3.7884867e-05],[0.9921847],[0.0026374452],[0.000102413986],[0.00027476496],[' se verifico medidor monofasico quemado se normalizo se cambio medidor tapa y termica quedo normalizado']
689,intrusion,intrusion,"0,9993134737",[0.9993135],[0.00017562532],[0.00012256415],[4.5848643e-07],[0.00036481884],[1.0959606e-05],[1.0091339e-05],[2.0689001e-06],[' se verifico medidor con puente fase a fase se corto y normalizo suministro se instalo caja antihurto por svpse instalo caja antihurto']
690,ok_equipo,reparacion,"0,3922980428",[0.0028185572],[0.39229804],[0.22624356],[0.31507623],[0.0005788692],[0.008192057],[0.0506667],[0.0041259574],[' se verifica medidor monofasico sin anomalias se realiza comparacion de cargas departamento recientemente habitado ']
691,intrusion,marketing,"0,6763316989",[0.09596834],[0.046027243],[0.6763317],[0.069494754],[0.033256575],[0.046804957],[0.00880699],[0.023309477],[' falta pipeta']
692,intrusion,intrusion,"0,9869376421",[0.98693764],[0.006279259],[0.0051083984],[1.5454387e-05],[0.0012826654],[9.785607e-05],[0.00020129282],[7.747234e-05],[' carcasa de medidor perforada y precintos de carcasa manipulados']
693,ok_equipo,visitada,"0,6632325649",[0.0010807652],[0.038255803],[0.16787186],[0.66323256],[0.0015943712],[0.12100905],[0.005730788],[0.0012247724],[' colocacion de mirilla en tapa opaca puntual y lindero']
694,reparacion,sin_realizar,"0,9327018857",[0.032218225],[0.0010797146],[0.017114397],[0.00025014512],[0.9327019],[0.014543013],[0.00045752345],[0.0016350845],[' se cambio medidor con bornera quemada']
695,ok_equipo,reparacion,"0,9306302667",[0.0011990818],[0.93063027],[0.0048758024],[0.0008394544],[6.686771e-05],[0.00019200363],[0.062051762],[0.00014464695],[' se verifico medidor funcionando normal se verifico acometida caño obstruido se instalo acometida por fuera con caño de monoposte provisorio retirar parte de acometida con grua poste podrido sostenido por acometida']
696,ok_equipo,visitada,"0,5990657806",[0.005644838],[0.034280818],[0.3248204],[0.5990658],[0.0012611616],[0.023274008],[0.008163993],[0.0034889434],[' se espero a cliente que de ingreso y salida todo sin anomalias ']
697,seguridad,seguridad,"0,9406214356",[0.0013579618],[0.0017733452],[0.028564075],[0.025412066],[0.0021042826],[0.94062144],[3.065951e-05],[0.00013619699],[' comentarios en plantilla de s v pse aplica carga externa a medidor con carga equipo funciona normal neutro y conexionado normal se cambia acometida deficiente con cruce colocando metros cable concentricos aluminio morcetos alambres pref se coloca abrazadera caño pilar pipeta y']
698,intrusion,sin_realizar,"0,9804325104",[0.015686635],[0.00015662306],[0.0010445477],[3.2159944e-05],[0.9804325],[0.002283527],[0.00011989139],[0.00024413798],[' se cambio medidor monofasico quemado en su totalida se cambio acometida s cruce monofasico pinchada en caño del pilarcerradura rota']
699,reparacion,sin_realizar,"0,5551216602",[0.0045310427],[0.00040309635],[0.0057878383],[0.0009125855],[0.55512166],[0.43310148],[3.7904338e-05],[0.00010426433],[' verificacion completa cambio de medidor mono cambio de tapa de caja antihurto ']
700,ok_equipo,seguridad,"0,9826459885",[0.00011355297],[0.00016635822],[0.0041296296],[0.010622783],[0.0023016054],[0.982646],[4.3380974e-06],[1.5819885e-05],[' inspeccion completa normal resultado cambio de tapa rectangular mono y termomagnetica cambio de acometida sin cruce']
701,reparacion,seguridad,"0,9782298803",[0.0006689614],[0.0003518017],[0.0052274154],[0.01024663],[0.005246836],[0.9782299],[8.174269e-06],[2.0279918e-05],[' c verificacion completa de t cambio de acometida c cruce de calle verificacion de error en medidor instalacion de caja antihurto cambio de termica preformados y pipetanormalizado']
702,ok_equipo,marketing,"0,6886461377",[0.019193564],[0.02638948],[0.68864614],[0.13056341],[0.025162484],[0.032228395],[0.019464957],[0.058351465],[' se realizo comparacion de cargas con error porcentual del ']
703,ok_equipo,sin_tarea,"0,6883286834",[0.011446315],[0.008709396],[0.10103713],[0.0011572932],[0.001617554],[0.0005490855],[0.18715456],[0.6883287],[' no se observa evidencias de haber sido manipulada realizada por freecons el mo ct juarez juarez se obervo directo en ']
704,ok_equipo,seguridad,"0,8158231974",[0.013313002],[0.009402604],[0.089654796],[0.020053096],[0.051076163],[0.8158232],[0.0003685831],[0.00030866457],[' se coloco caja trampa se inspecciono medidor y verifico medidores linderos']
705,reparacion,marketing,"0,7309787869",[0.01746873],[0.02744228],[0.7309788],[0.0882449],[0.019792087],[0.02044655],[0.017657587],[0.077969044],[' at']
706,reparacion,sin_realizar,"0,9933950305",[0.004010979],[3.9114173e-05],[0.00036458627],[2.1327445e-05],[0.99339503],[0.0020200133],[4.0380426e-05],[0.000108596614],[' se verifico medidor con display apagado y se cambio medidor y se coloco tapa y termica']
707,ok_equipo,ok_equipo,"0,6036176085",[0.0071949633],[0.19093922],[0.17182891],[0.0041185096],[0.0012119659],[0.001082203],[0.6036176],[0.020006696],[' se encontro medidor prepago numero en direccion no hay nadie en vivienda ']
708,intrusion,intrusion,"0,9957911968",[0.9957912],[0.0009133367],[0.0009645949],[8.933363e-06],[0.0019811087],[0.00013537501],[0.00017502414],[3.0436484e-05],[' se verifico medidor monofasico con ramal concentrico con una derivacion clandestina en acometida dentro del caño de acometida se cambio acometida sin cruce se cambio medidor con la bornera dañada fogoneada se coloco caño de monoposte exterior por caño']
709,ok_equipo,marketing,"0,7058876753",[0.02040863],[0.027822174],[0.7058877],[0.04927447],[0.032460783],[0.017414289],[0.021046085],[0.1256859],[' medidor e rnormal por por ']
710,reparacion,sin_realizar,"0,9419649839",[0.010253359],[0.00057959737],[0.01837539],[0.00039920618],[0.941965],[0.026125086],[0.00032324585],[0.0019791543],[' se cambio medidor monofasico quemado']
711,reparacion,sin_realizar,"0,8488586545",[0.006981006],[0.00039908724],[0.015818615],[0.0017621045],[0.84885865],[0.12535708],[9.6845106e-05],[0.00072664494],[' se realiza inspeccion completa se realiza prueba de error se realiza cambio por falla medidor actual ']
712,intrusion,intrusion,"0,9993485808",[0.9993486],[0.00012978516],[0.00012833552],[3.9561593e-07],[0.000372934],[9.273801e-06],[8.650335e-06],[2.1277e-06],[' durante la verificacion se encontro con puente de fase a fase se normaliza conexion y se confecciona acta de comprobacion por falta de stock se instala tapa monofasica']
713,ok_equipo,marketing,"0,7147020102",[0.0156512],[0.036771424],[0.714702],[0.14483665],[0.0070285997],[0.014149521],[0.015394387],[0.051466223],[' sin anomalias']
714,reparacion,sin_realizar,"0,7937732935",[0.06047979],[0.0018989674],[0.08393769],[0.0018359133],[0.7937733],[0.048701104],[0.00082737365],[0.008545957],[' se cambio medidor golpeado ']
715,intrusion,intrusion,"0,9986026883",[0.9986027],[0.00041496177],[0.0004992694],[1.648587e-06],[0.00042364828],[4.368967e-05],[1.1857528e-05],[2.1945668e-06],[' se realizo inspeccion completa se encontro conexion directa desde habitaculo se corto directo se cambio tapa se normalizo suministro']
716,ok_equipo,marketing,"0,6227654219",[0.018641975],[0.13369493],[0.6227654],[0.052983202],[0.007130147],[0.012004887],[0.11697427],[0.035805065],[' en el lugar esta el medidor se consulto a base y no registra deuda']
