clase_original,texto_original,texto_etl,texto_corregido,id_clase
ok_equipo,Se verif med susp x morosidad. Se consulto a base y se deja cliente con suministro x orden de susp anulada. Se realiz insp completa. Se cbio tapa rec chica. Se fijo y se precinto,verifico medidor suspendido morosidad consulto base deja cliente con suministro orden suspendido anulada realizo inspeccion completa cambio tapa rectangular chica fijo precinto, se verifica medidor suspendido por morosidad se consulto a base y se deja cliente con suministro por orden de suspendido anulada se realizo inspeccion completa se cambio tapa rectangular chica se fijo y se precinto,6
ok_equipo,Se realizó verificación a dicho medidor se encontró sin anomalía se afectó habitáculo y se colocó tapa nueva.se le cambio tapa a medidores vecinos número 149262 y al 195682.Se retiró conexión clandestina.,realizo verificacion dicho medidor encontro sin anomalia afecto habitaculo coloco tapa nueva cambio tapa medidor vecino numero retiro conexion clandestina, se realizo verificacion a dicho medidor se encontro sin anomalia se afecto habitaculo y se coloco tapa nueva se le cambio tapa a medidores vecinos numero y al se retiro conexion clandestina ,6
seguridad,No hay kiosco,no kiosco, no hay kiosco,5
ok_equipo,Se  verifico normal se cambio tapa térmica,verifico normal cambio tapa termica, se verifico normal se cambio tapa termica,6
ok_equipo,Medidor activo se revisó medidor y cableado sin anomalías al momento de la inspección. Se colocó caja antihurto.,medidor activo reviso medidor cableado sin anomalia momento inspeccion coloco caja antihurto, medidor activo se reviso medidor y cableado sin anomalias al momento de la inspeccion se coloco caja antihurto ,6
ok_equipo,"NORMAL
SVP
6251305",normal seguridad via publica, normal svp ,6
intrusion,Se retiró conexión directa. Cliente manifiesta reconectarse.,retiro conexion directo cliente manifiesta reconectarse, se retiro conexion directa cliente manifiesta reconectarse ,0
ok_equipo,"In situ, t1, colocación de caja antihurto",interno sitio colocacion caja antihurto, interno sitio t colocacion de caja antihurto,6
ok_equipo,-ACT x WO482435 verif completa t1. No se encuentran anomalías se coloca Marco y tapa no se colocó plomo por falta de tapa de bornera,act wo verifico completa no encuentran anomalia coloca marco tapa no coloco plomo falta tapa bornera, act por wo verifica completa t no se encuentran anomalias se coloca marco y tapa no se coloco plomo por falta de tapa de bornera,6
ok_equipo,se inspeccionó medidor y no se encontró anomalía se cambió frente de caja antihurto Marco en buen estado se encontró cerrado en el momento de la inspección,inspecciono medidor no encontro anomalia cambio frente caja antihurto marco buen estado encontro cerrado momento inspeccion, se inspecciono medidor y no se encontro anomalia se cambio frente de caja antihurto marco en buen estado se encontro cerrado en el momento de la inspeccion,6
intrusion,"Derivación clandestina, normalizó irregularidades",derivacion clandestina normalizo irregularidades, derivacion clandestina normalizo irregularidades,0
ok_equipo,Se retiraron 4 conexión clandestinas en toma dejando sin suministro !,retiraron conexion clandestinas toma dejando sin suministro, se retiraron conexion clandestinas en toma dejando sin suministro ,6
seguridad,Se verifica medidor normal se coloca tapa faltante,verifico medidor normal coloca tapa faltante, se verifica medidor normal se coloca tapa faltante,5
intrusion,Fraude,fraude, fraude,0
seguridad,Sin señal arrivo 13:50. Se verifico medidor mal fijado. Se controló medidor fijó precintó cambio tapa y térmica selló habitaculoMedidor mal fijado,sin señal arrivo verifico medidor mal fijado controlo medidor fijo precinto cambio tapa termica sello habitaculomedidor mal fijado, sin señal arrivo se verifico medidor mal fijado se controlo medidor fijo precinto cambio tapa y termica sello habitaculomedidor mal fijado,5
seguridad,Sé verifico suministro con acometida deficiente sé normalizóAcometida deficiente sé normalizó,verifico suministro con acometida deficiente normalizoacometida deficiente normalizo, se verifico suministro con acometida deficiente se normalizoacometida deficiente se normalizo,5
ok_equipo,Medidor no esta en el lugar locales vacios en mal estado sin actividad,medidor no esta lugar locales vacios mal estado sin actividad, medidor no esta en el lugar locales vacios en mal estado sin actividad,6
ok_equipo,Se llego al lugar el medidor sé encuentra en buen Estado,llego lugar medidor encontro buen estado, se llego al lugar el medidor se encuentra en buen estado,6
seguridad,Se verificó medidor normalTapa,verifico medidor normaltapa, se verifico medidor normaltapa,5
reparacion,Normalizado,normalizado, normalizado,1
intrusion,"VERIF.COMPLETA 
SE VERIFICA MEDIDOR SIN PRECINTOS DE CARCASA SE HACE CAMBIO DE MEDIDOR Y SE INSTALA CAJA ANTIHURTO SE DEJA NORMALIZADO",verifico completa verifico medidor sin precinto carcasa hace cambio medidor instala caja antihurto deja normalizado, verifica completa se verifica medidor sin precintos de carcasa se hace cambio de medidor y se instala caja antihurto se deja normalizado,0
ok_equipo,Se verificó medidor sin anomalías. Se cambió tapa. Domicilio en alquiler.,verifico medidor sin anomalia cambio tapa domicilio alquiler, se verifico medidor sin anomalias se cambio tapa domicilio en alquiler ,6
reparacion,Se Cambió medidor monofasico quemado en bornera y se colocó caja antihurto y temica y se retiró director de vecino desde la luminaria cliente sin medidorSe cambió medidor medidor monofasico quemado en bornera y se colocó caja antihurto y temica,cambio medidor monofasico quemado bornera coloco caja antihurto termica retiro directo vecino desde luminaria cliente sin medidor cambio medidor medidor monofasico quemado bornera coloco caja antihurto termica, se cambio medidor monofasico quemado en bornera y se coloco caja antihurto y termica y se retiro directo de vecino desde la luminaria cliente sin medidores cambio medidor medidor monofasico quemado en bornera y se coloco caja antihurto y termica,1
ok_equipo,direccion p.Lagrave 563 hay un gabinete con 2 medidores trifásicos y 3 monofásicos. Los mismos  no coinsiden con el número que tira el sistema de medidor a cambiar. No hay habitáculo trifásico disponible para colocación.,direccion lagrave gabinete con medidor trifasicos monofasicos mismos no coinsiden con numero tira sistema medidor cambiar no habitaculo trifasico disponible colocacion, direccion p lagrave hay un gabinete con medidores trifasicos y monofasicos los mismos no coinsiden con el numero que tira el sistema de medidor a cambiar no hay habitaculo trifasico disponible para colocacion ,6
ok_equipo,Se verificó medidor trifásico normal domicilio en obras,verifico medidor trifasico normal domicilio obras, se verifico medidor trifasico normal domicilio en obras,6
intrusion,Se encontro directo en abitaculo,encontro directo habitaculo, se encontro directo en habitaculo,0
reparacion,Se czmbio medidor quemado,czmbio medidor quemado, se czmbio medidor quemado,1
seguridad,Se realizó inspección completa medidor funcionando correctamente x enre número 3974467/17Tapa opaca,realizo inspeccion completa medidor funcionando correctamente enre numero tapa opaca, se realizo inspeccion completa medidor funcionando correctamente por enre numero tapa opaca,5
seguridad,"Se encontró medidor sin precinto de bornera y tapa rota, se realizó inspección completa normalizando suministro.Tapa rota",encontro medidor sin precinto bornera tapa rota realizo inspeccion completa normalizando suministro tapa rota, se encontro medidor sin precinto de bornera y tapa rota se realizo inspeccion completa normalizando suministro tapa rota,5
ok_equipo,NORMAL,normal, normal,6
intrusion,Se verif med N:15853328 con un puente entre fases entre la entrada y la salida de la fase conec desde la térmica se adjunta fotos se realizó inspec comp se adecua el hab se cambió tapa rect chica se precintó se cambió pipetaSin pepeta se normalizo,verifico medidor con puente fase entrada salida fase conexion desde termica adjunta foto realizo inspec comparacion adecua habitaculo cambio tapa rectangular chica precinto cambio pipetasin pepeta normalizo, se verifica medidor n con un puente entre fases entre la entrada y la salida de la fase conexion desde la termica se adjunta fotos se realizo inspec comparacion se adecua el habitaculo se cambio tapa rectangular chica se precinto se cambio pipetasin pepeta se normalizo,0
reparacion,Cambio de medidor desprogramado.,cambio medidor desprogramado, cambio de medidor desprogramado ,1
seguridad,Se adecuo tapa con mirillaSe adecuo tapa con mirilla,adecuo tapa con mirillase adecuo tapa con, se adecuo tapa con mirillase adecuo tapa con mirilla,5
intrusion,DirectoTapa opaca,directotapa opaca, directotapa opaca,0
seguridad,Pipeta rota,pipeta rota, pipeta rota,5
seguridad,Cerradura rota,cerradura rota, cerradura rota,5
reparacion,Se cambio medidor quemado y tapa mono.,cambio medidor quemado tapa mono, se cambio medidor quemado y tapa mono ,1
reparacion,M.sin fraude convencional casa en venta sin anomalía de cambio caja monoposte se quito peligroSe quito peligro,sin fraude convencional casa venta sin anomalia cambio caja monoposte quito peligrose quito peligro, m sin fraude convencional casa en venta sin anomalia de cambio caja monoposte se quito peligrose quito peligro,1
intrusion,Se realiza acta y se cambia medidor termica y caja trampa. Ver fotos.Tapa,realizo acta cambio medidor termica caja trampa ver foto tapa, se realiza acta y se cambia medidor termica y caja trampa ver fotos tapa,0
intrusion,En el habitáculo se encontró sin medidor con una directa con una carga de 1.6A nose colaca medidor y se retira la directa por posible casa deshabitada,habitaculo encontro sin medidor con directo con carga no coloca medidor retira directo posible casa deshabitada, en el habitaculo se encontro sin medidor con una directa con una carga de a no se coloca medidor y se retira la directa por posible casa deshabitada,0
reparacion,Se cambio medidor monofásico desprogramado.,cambio medidor monofasico desprogramado, se cambio medidor monofasico desprogramado ,1
ok_equipo,Verif completa sin anomalía,verifico completa sin anomalia, verifica completa sin anomalia,6
intrusion,RETIRO CONEXIÓN CLANDESTINA directa a lape fase a fase se CAMBIO ACOMETIDA interrumpida SE quitó peligroSe quitó peligro,retiro conexion clandestina directo lape fase fase cambio acometida interrumpida quito peligrose quito peligro, retiro conexion clandestina directa a lape fase a fase se cambio acometida interrumpida se quito peligrose quito peligro,0
reparacion,AT,cambio medidor, at,1
seguridad,Se verificó medidor con funcionamiento normal. Se coloca caja antihurto. Cliente lindero no permite corte te directo.Se coloca caja antihurto,verifico medidor con funcionamiento normal coloca caja antihurto cliente lindero no permite corte directo coloca caja antihurto, se verifico medidor con funcionamiento normal se coloca caja antihurto cliente lindero no permite corte te directo se coloca caja antihurto,5
