clase_original,texto_original,texto_etl,texto_corregido,id_clase,nro_palabras
seguridad,se verifico medidor XXXXXX funcionando normal. se realizo prueba de corte y vacio normal. acometida normal. se coloco caja trampa rectangular por habitaculo de chapa en mal estado,verifico medidor funcionando normal realizo prueba corte vacio normal acometida normal coloco caja trampa rectangular habitaculo chapa mal estado, se verifico medidor funcionando normal se realizo prueba de corte y vacio normal acometida normal se coloco caja trampa rectangular por habitaculo de chapa en mal estado,5,19
no_identificada,se retiro ramal bajo linea. se bajo habitaculo con medidor a X.XXmt su base del suelo. se realizo ramal bajon linea. se precinto bornera.,retiro ramal bajo linea bajo habitaculo con medidor mt base suelo realizo ramal bajon linea precinto bornera, se retiro ramal bajo linea se bajo habitaculo con medidor a mt su base del suelo se realizo ramal bajon linea se precinto bornera ,7,17
market,rehabilitacion monof,rehabilitacion monofasico, rehabilitacion monofasico,2,2
seguridad,"se encontro tapa rota, posteriormente fue cambiada, se realizo verif. completa tX, y la verificacion de funcionamiento y determinacion del error",encontro tapa rota posteriormente fue cambiada realizo verifico completa verificacion funcionamiento determinacion error, se encontro tapa rota posteriormente fue cambiada se realizo verifica completa t y la verificacion de funcionamiento y determinacion del error,5,13
ok_equipo,se encontro medidor funcionando correctamente sin irregularidades. se realizo inspeccion completa. se tomo carga de X.XXa al momento de la inspeccion.,encontro medidor funcionando correctamente sin irregularidades realizo inspeccion completa tomo carga momento inspeccion, se encontro medidor funcionando correctamente sin irregularidades se realizo inspeccion completa se tomo carga de a al momento de la inspeccion ,6,13
seguridad,medidor normal.no se sondeo ramal por caño con curva se midio aguas arriba y abajo sin diferencia de carga.se cambio tapa.,medidor normal no sondeo ramal caño con curva midio aguas arriba abajo sin diferencia carga cambio tapa, medidor normal no se sondeo ramal por caño con curva se midio aguas arriba y abajo sin diferencia de carga se cambio tapa ,5,17
seguridad,"tapa rota. verif.completa tX,verif.""in situ"". cambio de tapa y termica. med:XXXXXXX est:XXXXX. operativo:brio.frino.",tapa rota verifico completa verifico interno sitio cambio tapa termica medidor estado operativo barrio frino, tapa rota verifica completa t verifica interno sitio cambio de tapa y termica medidor estado operativo barrio frino ,5,15
seguridad,cambio tapa y coloco termica. se fijo medidor. caño pilar inclinado. intimar cliente. carga X.XX amp.,cambio tapa coloco termica fijo medidor caño pilar inclinado intimar cliente carga amperes, cambio tapa y coloco termica se fijo medidor caño pilar inclinado intimar cliente carga amperes ,5,13
reparacion,se cambio med. Xtapa ciega no figura en stok.,cambio medidor tapa ciega no figura stok, se cambio medidor tapa ciega no figura en stok ,1,7
seguridad,se cambio caja monoposte y termicas de XXa y XXa,cambio caja monoposte termicas, se cambio caja monoposte y termicas de a y a,5,4
seguridad,"se verifico medidor n°XXXXXXXX, se realizo nuevo pase de caja usando Xm de cable unipolar. se realizo prueba de funcionamiento medidor funciona normal. se cambio tapa rect monof y termica monof. conexionado normal",verifico medidor realizo nuevo pase caja usando cable unipolar realizo prueba funcionamiento medidor funciona normal cambio tapa rectangular monofasico termica monofasico conexionado normal, se verifico medidor n se realizo nuevo pase de caja usando m de cable unipolar se realizo prueba de funcionamiento medidor funciona normal se cambio tapa rectangular monofasico y termica monofasico conexionado normal,5,23
seguridad,se cambio acometida c/c. prueba de potencia normal. medidor normal. se cambio tapa recta monof y termica monof. XXm de cobre aluminio no entra caño obstruido. Xconec.Xpref,cambio acometida prueba potencia normal medidor normal cambio tapa rectangular monofasico termica monofasico cobre aluminio no entra caño obstruido conexion pref, se cambio acometida c c prueba de potencia normal medidor normal se cambio tapa rectangular monofasico y termica monofasico m de cobre aluminio no entra caño obstruido conexion pref,5,21
ok_equipo,al momento de la verific. el medidor se encontro sin uso se realizo verific. compl. el cual se encontro sin anomalia cliente justifica que el medidor es de un deposito el cual se encuentra cerrado hace un tiempo. sin foto,momento verifico medidor encontro sin uso realizo verifico completa encontro sin anomalia cliente justifica medidor deposito encontro cerrado hace tiempo sin foto, al momento de la verifica el medidor se encontro sin uso se realizo verifica completa el cual se encontro sin anomalia cliente justifica que el medidor es de un deposito el cual se encuentra cerrado hace un tiempo sin foto,6,22
ok_equipo,se realizo comparacion de carga se encontro dentro de los parametros normales,realizo comparacion carga encontro dentro parametros normales, se realizo comparacion de carga se encontro dentro de los parametros normales,6,7
seguridad,oXXXXXX oXXXXXX oXXXXXX carga registrada Xa cambio de tapa rectangular opaca medidor suspendido por falta de pago no ahi fraude estados XXXXX.X XXXXX.X,carga registrada cambio tapa rectangular opaca medidor suspendido falta pago no ahi fraude estados, o o o carga registrada a cambio de tapa rectangular opaca medidor suspendido por falta de pago no ahi fraude estados ,5,14
seguridad,se cambio tapa rect chica de med XXXXXXX por opaca. se adjunta fotos.,cambio tapa rectangular chica medidor opaca adjunta foto, se cambio tapa rectangular chica de medidor por opaca se adjunta fotos ,5,8
seguridad,se realizo control in situ con error de %-X.XXX se adecua habitaculo y se sella tapa.,realizo control interno sitio con error adecua habitaculo sella tapa, se realizo control interno sitio con error de se adecua habitaculo y se sella tapa ,5,10
ok_equipo,med sin anomalias casa en obra,medidor sin anomalia casa obra, medidor sin anomalias casa en obra,6,5
seguridad,medidor normal. no se sondeo acometida por caño inclinado y con ramas. se cambio tapa,medidor normal no sondeo acometida caño inclinado con ramas cambio tapa, medidor normal no se sondeo acometida por caño inclinado y con ramas se cambio tapa,5,11
seguridad,se traslado medidor monofasico n:XXXXXXXX est:XXXXX a habitaculo definitivo. se cambio termica unip de XXa y tapa rectangular chica se realizo inspeccion completa se adecua el hab de precinto tapa de bornera,traslado medidor monofasico estado habitaculo definitivo cambio termica unipolar tapa rectangular chica realizo inspeccion completa adecua habitaculo precinto tapa bornera, se traslado medidor monofasico n estado a habitaculo definitivo se cambio termica unipolar de a y tapa rectangular chica se realizo inspeccion completa se adecua el habitaculo de precinto tapa de bornera,5,20
seguridad,en puntual se verif que medidor trifasico corresponde a heladeria. se encontro medidor con precintos de carcasa puentes de excitacion normal. se realizo comparacion de cargas. se cambio tapa y termica,puntual verifico medidor trifasico corresponde heladeria encontro medidor con precinto carcasa puentes excitacion normal realizo comparacion carga cambio tapa termica, en puntual se verifica que medidor trifasico corresponde a heladeria se encontro medidor con precintos de carcasa puentes de excitacion normal se realizo comparacion de cargas se cambio tapa y termica,5,20
no_identificada,se corto directo en altura de vecino sin medidor,corto directo altura vecino sin medidor, se corto directo en altura de vecino sin medidor,7,6
seguridad,medidor se encontro normal se acondiciono abitaculo .local cerrado,medidor encontro normal acondiciono habitaculo local cerrado, medidor se encontro normal se acondiciono habitaculo local cerrado,5,7
ok_equipo,medidor normal. neutro normal. se sondeo ramal. se cambio ramal.,medidor normal neutro normal sondeo ramal cambio ramal, medidor normal neutro normal se sondeo ramal se cambio ramal ,6,8
seguridad,se verifico equipo de medicion sin tapa bornera con error admisible. se le coloco una recuperada. se instalo caja antihurto y termica. se cambio derivado y adecuo conexionado.,verifico equipo medicion sin tapa bornera con error admisible coloco recuperada instalo caja antihurto termica cambio derivado adecuo conexionado, se verifico equipo de medicion sin tapa bornera con error admisible se le coloco una recuperada se instalo caja antihurto y termica se cambio derivado y adecuo conexionado ,5,19
seguridad,se encontro el medidor en perfecto estado se coloco caja trampa codigos de baremos oXXXXXX oXXXXXX oXXXXXX,encontro medidor perfecto estado coloco caja trampa codigos baremo, se encontro el medidor en perfecto estado se coloco caja trampa codigos de baremos o o o ,5,9
visitada,cliente ya regularizado,cliente ya regularizado, cliente ya regularizado,3,3
seguridad,"se reviso el medidor normal se coloco caja antihurto y cambio cables XxX a tablero cliente es un kiosco , tiene ploblema con tablero y al frente cambiar poste XXmts inclinado (peligroso)",reviso medidor normal coloco caja antihurto cambio cables tablero cliente kiosco tiene ploblema con tablero frente cambiar poste metros inclinado peligroso, se reviso el medidor normal se coloco caja antihurto y cambio cables por a tablero cliente es un kiosco tiene ploblema con tablero y al frente cambiar poste metros inclinado peligroso ,5,21
seguridad,"se verifico medidor normal, conexionado bien. se cambio tapa",verifico medidor normal conexionado bien cambio tapa, se verifico medidor normal conexionado bien se cambio tapa,5,7
no_identificada,"vivienda en refacciones, desocupada.",vivienda refacciones desocupada, vivienda en refacciones desocupada ,7,3
ok_equipo,se verifico suministro sin encontrar irregularidades con medidor mal fijado se normalizo suministro,verifico suministro sin encontrar irregularidades con medidor mal fijado normalizo suministro, se verifico suministro sin encontrar irregularidades con medidor mal fijado se normalizo suministro,6,11
ok_equipo,se realizo prueba de potencia el medidor funciona normal acometida normal conexionado normal,realizo prueba potencia medidor funciona normal acometida normal conexionado normal, se realizo prueba de potencia el medidor funciona normal acometida normal conexionado normal,6,10
seguridad,medidor normal neutro y conexionado bien. se cambio tapa recta monof.,medidor normal neutro conexionado bien cambio tapa rectangular monofasico, medidor normal neutro y conexionado bien se cambio tapa rectangular monofasico ,5,9
seguridad,medidor normal. se encontro neutro normal. se cambio tapa rect monof,medidor normal encontro neutro normal cambio tapa rectangular monofasico, medidor normal se encontro neutro normal se cambio tapa rectangular monofasico,5,9
seguridad,se insp medidor sin anomalia. se recupera tapa y se cambia termica de XXamp.. se verifico local cerrado,inspeccion medidor sin anomalia recupero tapa cambio termica amperes verifico local cerrado, se inspeccion medidor sin anomalia se recupera tapa y se cambia termica de amperes se verifico local cerrado,5,12
market,"se verifica medidor invertido en tablero ppal con depto X-XX (med , n°XXXXXX)x elec mat .se normalizo cambiando medidor de habitaculo en gabinete colectivo",verifico medidor invertido tablero principal con depto medidor elec mat normalizo cambiando medidor habitaculo gabinete colectivo, se verifica medidor invertido en tablero principal con depto medidor n por elec mat se normalizo cambiando medidor de habitaculo en gabinete colectivo,2,16
